question,gold,qtype,topk_aic,topk_f1,topk_em,topk_tokens,mmr_aic,mmr_f1,mmr_em,mmr_tokens,focused_aic,focused_f1,focused_em,focused_tokens,answer_survival_aic,answer_survival_f1,answer_survival_em,answer_survival_tokens
Where does the founder of Les Films Du Losange work at?,Cahiers du cinéma,compositional,0,0.0,0.0,248,1,0.0,0.0,255,0,0.0,0.0,248,0,0.0,0.0,246
Are director of film Susanna Whipped Cream and director of film Le Salamandre both from the same country?,yes,bridge_comparison,0,0.0,0.0,224,0,0.0,0.0,224,0,0.0,0.0,224,0,0.0,0.0,224
Who is Wisigard's father-in-law?,Theuderic I,inference,1,0.0,0.0,255,1,0.0,0.0,256,1,0.0,0.0,255,1,0.0,0.0,253
Which country the director of film Hotel By The Hour is from?,Austria,compositional,0,0.0,0.0,253,1,0.0,0.0,246,0,0.0,0.0,253,1,0.0,0.0,244
"Who lived longer, Friedrich Paschen or Ernst Bessey?",Friedrich Paschen,comparison,1,0.0,0.0,255,1,0.07142857142857144,0.0,254,1,0.0,0.0,255,1,0.0,0.0,239
"Which film has the director born later, The Fighting Demon or Blood Of The Losers?",Blood Of The Losers,bridge_comparison,1,0.0,0.0,241,1,0.0,0.0,241,1,0.0,0.0,241,1,0.0,0.0,241
Who is Ieuan Ab Owain Glyndŵr's paternal grandfather?,Gruffudd Fychan II,inference,0,0.0,0.0,254,0,0.0,0.0,253,0,0.0,0.0,254,0,0.0,0.0,254
"Which film has the director died later, The Life And Loves Of Tschaikovsky or Dokuz Dağın Efesi?",Dokuz Dağın Efesi,bridge_comparison,1,0.0,0.0,256,1,0.0,0.0,252,1,0.0,0.0,256,1,0.0,0.0,254
What is the date of birth of Frederick Of Liege's father?,1027,compositional,0,0.0,0.0,256,0,0.0,0.0,246,0,0.0,0.0,256,0,0.0,0.0,241
"Where did the director of film Nalini By Day, Nancy By Night graduate from?",Mount Holyoke College,compositional,0,0.0,0.0,249,1,0.0,0.0,254,0,0.0,0.0,249,0,0.0,0.0,248
"Which film has the director born later, Brutti Di Notte or Bir Türk'E Gönül Verdim?",Bir Türk'E Gönül Verdim,bridge_comparison,1,0.0,0.0,220,1,0.0,0.0,220,1,0.0,0.0,220,1,0.0,0.0,220
Who is Rostislav I Of Kiev's paternal grandfather?,Vladimir II Monomakh,inference,0,0.044444444444444446,0.0,252,0,0.0,0.0,251,0,0.044444444444444446,0.0,252,0,0.0,0.0,255
"Which film has the director born later, Life Hits or It'S In The Air?",Life Hits,bridge_comparison,1,0.0,0.0,181,1,0.0,0.0,181,1,0.0,0.0,181,1,0.0,0.0,181
"Which film whose director is younger, A Night'S Adventure or Insaciable?",Insaciable,bridge_comparison,1,0.0,0.0,254,1,0.0,0.0,256,1,0.0,0.0,254,1,0.0,0.0,248
What is the place of birth of the composer of film Men With Brooms?,Calgary,compositional,0,0.0,0.0,256,0,0.0,0.0,250,0,0.0,0.0,256,0,0.0,0.0,249
"Which film has the director born later, Battle Of Memories or The Wedding Of Lilli Marlene?",Battle Of Memories,bridge_comparison,1,0.28571428571428575,0.0,254,1,0.28571428571428575,0.0,250,1,0.28571428571428575,0.0,254,1,0.28571428571428575,0.0,255
Where was the director of film Aylwin (Film) born?,"Weston-super-Mare, Somerset",compositional,1,0.0,0.0,254,1,0.0,0.0,253,1,0.0,0.0,254,1,0.0,0.0,253
"Which film has the director who was born first, Hanuman Patal Vijay or Young And Dangerous: The Prequel?",Hanuman Patal Vijay,bridge_comparison,1,0.125,0.0,243,1,0.0,0.0,248,1,0.125,0.0,243,1,0.125,0.0,243
Were Gotthilf Heinrich Ernst Muhlenberg and Todd Williams of the same nationality?,yes,comparison,0,0.0,0.0,249,0,0.0,0.0,254,0,0.0,0.0,249,0,0.0,0.0,254
What is the date of death of Peter Dale Scott's mother?,28 November 1993,compositional,1,0.0,0.0,252,1,0.0,0.0,255,1,0.0,0.0,252,1,0.0,0.0,252
Where did the founder of Ford Australia die?,Dearborn,compositional,0,0.0,0.0,256,1,0.0,0.0,256,0,0.0,0.0,256,0,0.0,0.0,239
"Which film has the director who is older than the other, Rolling In Money or A Fine, Windy Day? ",Rolling In Money,bridge_comparison,1,0.25,0.0,254,1,0.25,0.0,245,1,0.25,0.0,254,1,0.25,0.0,245
"Which film has the director born later, Best Of The Best 3: No Turning Back or Ven Mi Corazón Te Llama?",Best Of The Best 3: No Turning Back,bridge_comparison,1,0.0,0.0,256,1,0.0,0.0,252,1,0.0,0.0,256,1,0.0,0.0,254
"Which film has the director who died later, The Death Kiss or Her Luck In London?",Her Luck In London,bridge_comparison,1,0.2857142857142857,0.0,250,1,0.2857142857142857,0.0,242,1,0.2857142857142857,0.0,250,1,0.2857142857142857,0.0,255
"When did Joanna Of Aragon, Countess Of Foix's mother die?",23 October 1378,compositional,0,0.0,0.0,256,0,0.0,0.0,254,0,0.0,0.0,256,0,0.0,0.0,254
"Which film whose director is younger, Hell To Pay (2014 Film) or Darwin'S Nightmare?",Darwin'S Nightmare,bridge_comparison,1,0.0,0.0,252,1,0.0,0.0,248,1,0.0,0.0,252,1,0.0,0.0,247
"Which film has the director who was born later, Así En El Cielo Como En La Tierra or Buck And The Preacher?",Así En El Cielo Como En La Tierra,bridge_comparison,1,0.5161290322580645,0.0,256,1,0.4324324324324324,0.0,249,1,0.4324324324324324,0.0,256,1,0.4324324324324324,0.0,238
"What is the date of death of Philibert I, Duke Of Savoy's mother?",23 August 1478,compositional,1,0.0,0.0,247,0,0.0,0.0,254,1,0.0,0.0,256,1,0.0,0.0,256
Which country Count Of St. Germain's father is from?,Hungarian,compositional,0,0.0,0.0,242,0,0.0,0.0,254,0,0.0,0.0,242,0,0.0,0.0,240
Where was the director of film He'S A Cockeyed Wonder born?,London,compositional,0,0.0,0.0,255,0,0.0,0.0,256,0,0.0,0.0,255,0,0.0,0.0,250
"Which film has the director died first, Köpekler Adası or Twisted Mistress?",Twisted Mistress,bridge_comparison,1,0.0,0.0,252,1,0.0,0.0,247,1,0.0,0.0,252,1,0.0,0.0,250
Which award the composer of film Howrah Bridge (Film) earned?,Filmfare Award,compositional,1,0.0,0.0,251,1,0.0,0.0,253,1,0.0,0.0,251,1,0.0,0.0,246
"Which film came out earlier, Der Wixxer or The Butterfly Room?",Der Wixxer,comparison,1,1.0,1.0,249,1,1.0,1.0,254,1,1.0,1.0,249,1,1.0,1.0,254
"Where was the husband of Wilhelmine Of Prussia, Margravine Of Brandenburg-Bayreuth born?",Weferlingen,compositional,1,0.0,0.0,256,1,0.0,0.0,249,1,0.0,0.0,256,1,0.0,0.0,253
Where did the director of film Things Behind The Sun study?,"UCLA School of Theater, Film and Television",compositional,1,0.0,0.0,251,0,0.05714285714285715,0.0,246,1,0.0,0.0,251,0,0.0,0.0,251
"Are the movies About A Wife, A Dream And Another... and The Doolins Of Oklahoma, from the same country?",no,comparison,1,0.0,0.0,256,1,0.0,0.0,248,1,0.0,0.0,256,1,0.0,0.0,249
"Which film was released first, My Friend Pinto or Vindhyarani?",Vindhyarani,comparison,1,0.0,0.0,251,1,0.0,0.0,253,1,0.0,0.0,251,1,0.0,0.0,250
Was Ausaf Ali or Steven Perry born first?,Ausaf Ali,comparison,1,0.0,0.0,249,1,0.0,0.0,253,1,0.0,0.0,249,1,0.0,0.0,243
What is the place of birth of Aurelio De Laurentiis's father?,Torre Annunziata,compositional,0,0.0,0.0,256,0,0.0,0.0,251,0,0.0,0.0,256,0,0.0,0.0,247
Where was the founder of magazine Amazing Stories born?,Luxembourgish,compositional,0,0.0,0.0,252,0,0.0,0.0,254,0,0.0,0.0,252,0,0.0,0.0,242
Where did Crow Foot's father die?,United States,compositional,1,0.19999999999999998,0.0,253,1,0.0,0.0,254,1,0.19999999999999998,0.0,253,1,0.19999999999999998,0.0,234
Who is Amalie Adlerberg's stepfather?,"Karl Alexander, 5th Prince of Thurn and Taxis",inference,0,0.052631578947368425,0.0,255,0,0.052631578947368425,0.0,256,0,0.052631578947368425,0.0,255,0,0.052631578947368425,0.0,253
"Which film whose director is younger, Outlaw King or Gunman'S Walk?",Outlaw King,bridge_comparison,1,0.0,0.0,251,1,0.0,0.0,254,1,0.0,0.0,251,1,0.0,0.0,255
"Which film was released more recently, Scandal At The Girls' School or One Dangerous Night?",Scandal At The Girls' School,comparison,1,0.6666666666666666,0.0,245,1,0.6666666666666666,0.0,253,1,0.6666666666666666,0.0,245,1,0.6666666666666666,0.0,245
Which country Ronald Dewolf's father is from?,American,compositional,1,0.0,0.0,256,1,0.0,0.0,246,1,0.0,0.0,256,1,0.0,0.0,243
Where was the place of death of the director of film Romulus And The Sabines?,Le Plessis-Bouchard,compositional,1,0.0,0.0,252,1,0.0,0.0,250,1,0.0,0.0,252,1,0.0,0.0,238
What is the place of birth of the director of film The Return Of Swamp Thing?,New York,compositional,0,0.0,0.0,247,1,0.0,0.0,247,0,0.0,0.0,247,0,0.0,0.0,255
Who is the father of the director of film The Thousand Faces Of Dunjia?,Yuen Siu-tien,compositional,0,0.09523809523809525,0.0,256,1,0.09523809523809525,0.0,253,0,0.09523809523809525,0.0,256,1,0.09523809523809525,0.0,235
"Which film has the director who is older, Aardram or Land And Freedom?",Land And Freedom,bridge_comparison,1,0.2727272727272727,0.0,250,1,0.2727272727272727,0.0,245,1,0.2727272727272727,0.0,250,1,0.2727272727272727,0.0,250
"Which film came out first, Stella'S Oorlog or Sampathige Savaal?",Sampathige Savaal,comparison,1,0.0,0.0,251,1,0.0,0.0,255,1,0.0,0.0,251,1,0.0,0.0,250
"Who was born later, Jean-Jacques Rousseau or Richard Cawley?",Richard Cawley,comparison,1,0.0,0.0,244,1,0.0,0.0,250,1,0.0,0.0,244,1,0.0,0.0,244
Where did the director of film Journal Of A Crime die?,New York,compositional,1,0.15384615384615385,0.0,252,1,0.15384615384615385,0.0,256,1,0.15384615384615385,0.0,252,1,0.15384615384615385,0.0,244
What is the place of birth of the director of film Growing Up Smith?,Melbourne,compositional,0,0.0,0.0,251,0,0.0,0.0,254,0,0.0,0.0,251,0,0.0,0.0,255
What is the place of birth of the composer of song Bullet (Misfits Song)?,"Lodi, New Jersey",compositional,0,0.0,0.0,248,0,0.0,0.0,254,0,0.0,0.0,248,0,0.0,0.0,255
What nationality is Prince Napoléon Bonaparte's father?,French,compositional,1,0.0,0.0,256,1,0.0,0.0,249,1,0.0,0.0,256,1,0.0,0.0,248
Where was the place of death of the director of film Sensational Janine?,Gräfelfing,compositional,1,0.05405405405405406,0.0,252,0,0.0,0.0,256,1,0.05405405405405406,0.0,252,1,0.05405405405405406,0.0,249
"What is the date of death of Charles Mills, 1St Baron Hillingdon's father?",4 October 1872,compositional,1,0.0,0.0,249,0,0.0,0.0,253,1,0.0,0.0,255,1,0.0,0.0,255
"Do the movies Seven Sinners (1936 Film) and Everyday (Film), originate from the same country?",yes,comparison,0,0.0,0.0,255,0,0.0,0.0,250,0,0.0,0.0,255,0,0.0,0.0,253
"Which film has the director born later, Occhio, Malocchio, Prezzemolo E Finocchio or Jailhouse Rock (Film)?","Occhio, Malocchio, Prezzemolo E Finocchio",bridge_comparison,1,0.7499999999999999,0.0,254,1,0.7499999999999999,0.0,249,1,0.7499999999999999,0.0,254,1,0.7499999999999999,0.0,254
What is the place of birth of Henrik Selberg's father?,Flora,compositional,0,0.0,0.0,254,0,0.0,0.0,253,0,0.0,0.0,254,0,0.0,0.0,254
Where did M. K. Muthu's father die?,kauvery hospital,compositional,0,0.0,0.0,246,1,0.0,0.0,248,0,0.0,0.0,246,1,0.0,0.0,251
"Who is the paternal grandfather of James Fitzgerald, 8Th Earl Of Desmond?","James FitzGerald, 6th Earl of Desmond",inference,1,0.25,0.0,255,1,0.21052631578947367,0.0,254,1,0.25,0.0,254,1,0.25,0.0,252
"Which film has the director who was born later, Attack Of Life: The Bang Tango Movie or King Kong (2005 Film)?",Attack Of Life: The Bang Tango Movie,bridge_comparison,1,0.0,0.0,256,1,0.16216216216216214,0.0,256,1,0.0,0.0,255,1,0.0,0.0,255
Where did Niklas Frank's father die?,Nuremberg,compositional,1,0.0,0.0,246,1,0.0,0.0,254,1,0.0,0.0,246,1,0.0,0.0,242
Who is Mary Of Bourbon's paternal grandfather?,Francis,inference,0,0.0,0.0,254,1,0.0,0.0,253,0,0.0,0.0,254,1,0.0,0.0,253
Who is the paternal grandfather of Diarmait Ua Briain?,Tadc mac Briain,inference,0,0.0909090909090909,0.0,255,0,0.0909090909090909,0.0,256,0,0.0909090909090909,0.0,255,0,0.0909090909090909,0.0,250
Where did the director of film Search And Destroy (1995 Film) study?,California Institute of the Arts,compositional,0,0.13333333333333333,0.0,252,0,0.0,0.0,250,0,0.13333333333333333,0.0,252,0,0.13333333333333333,0.0,252
What is the place of birth of the director of film Pages Of Life (Film)?,Concepción,compositional,0,0.0,0.0,253,0,0.0,0.0,248,0,0.0,0.0,253,0,0.0,0.0,234
Who is the paternal grandfather of Uskhal Khan Tögüs Temür?,Khutughtu Khan,inference,0,0.0,0.0,249,0,0.0,0.0,253,1,0.0,0.0,249,1,0.0,0.0,253
Where did the director of film Carbon (Film) study?,Film and Television Institute of India,compositional,1,0.2857142857142857,0.0,255,0,0.0,0.0,251,1,0.2857142857142857,0.0,255,1,0.2857142857142857,0.0,243
"Who is the paternal grandmother of Renaud Iii, Count Of Soissons?","Adelaide, Countess of Soissons",inference,0,0.0,0.0,239,0,0.3333333333333333,0.0,239,0,0.0,0.0,239,0,0.0,0.0,239
Who is Sultan Hatun's mother-in-law?,Emine Hatun,inference,1,0.0,0.0,251,1,0.0,0.0,253,1,0.0,0.0,251,1,0.0,0.0,249
"What is the place of birth of Geoffrey Plantagenet, Count Of Anjou's wife?",Westminster,compositional,0,0.0,0.0,252,0,0.0,0.0,245,0,0.0,0.0,252,0,0.0,0.0,252
Where was the director of film War Of The Buttons (1994 Film) born?,"Buffalo, New York",compositional,0,0.0,0.0,255,1,0.0,0.0,256,0,0.0,0.0,255,0,0.0,0.0,256
"Which film was released more recently, Sacred Silence or Ek Haseena Thi Ek Deewana Tha?",Ek Haseena Thi Ek Deewana Tha,comparison,1,1.0,1.0,251,1,1.0,1.0,254,1,1.0,1.0,251,1,1.0,1.0,252
"When did Thomas Knox, 3Rd Earl Of Ranfurly's father die?",21 March 1858,compositional,1,0.0,0.0,255,0,0.06666666666666667,0.0,248,1,0.0,0.0,256,1,0.0,0.0,256
"Do the bands The Gordons (Duo) and Sacred Rite (Band), originate from the same country?",yes,comparison,0,0.0,0.0,250,0,0.0,0.0,252,0,0.0,0.0,250,0,0.0,0.0,255
Who is Antoine-Charles Taschereau's paternal grandfather?,Thomas-Jacques Taschereau,inference,1,0.11764705882352941,0.0,244,1,0.08888888888888888,0.0,256,1,0.11764705882352941,0.0,244,1,0.0,0.0,248
Do both films Masters Of The Sea (Film) and The Auction Mart have the directors from the same country?,yes,bridge_comparison,0,0.0,0.0,246,0,0.0,0.0,250,0,0.0,0.0,246,0,0.0,0.0,237
"Who is the spouse of the composer of film Kalle Stropp, Grodan Boll Och Deras Vänner?",Eva Funck,compositional,1,0.0,0.0,254,1,0.07142857142857144,0.0,252,1,0.0,0.0,254,1,0.0,0.0,254
Do both directors of films The Curse Of Iku and Cops And Robbers (1973 Film) have the same nationality?,yes,bridge_comparison,0,0.0,0.0,256,0,0.0,0.0,248,0,0.0,0.0,256,0,0.0,0.0,254
"Where was the wife of Otto I, Count Of Guelders born?",Kelheim,compositional,0,0.0,0.0,256,0,0.0,0.0,255,0,0.0,0.0,256,0,0.0,0.0,248
"Who is younger, Zhang Lifang or Lalengzama Vangchhia?",Lalengzama Vangchhia,comparison,1,0.0,0.0,245,1,0.0,0.0,247,1,0.0,0.0,245,1,0.0,0.0,235
Where was the place of death of Thomas Sheridan (Soldier)'s father?,London,compositional,0,0.0,0.0,249,0,0.0,0.0,248,0,0.0,0.0,249,1,0.0,0.0,254
"Which film whose director is younger, A Social Celebrity or A Sound Of Trumpets?",A Sound Of Trumpets,bridge_comparison,1,0.0,0.0,255,1,0.0,0.0,252,1,0.0,0.0,255,1,0.0,0.0,247
What is the date of death of the founder of Suez Canal Company?,7 December 1894,compositional,0,0.0,0.0,251,1,0.0,0.0,253,0,0.0,0.0,251,0,0.0,0.0,256
"Which film came out first, João Da Mata or Beautiful Girls (Film)?",João Da Mata,comparison,1,1.0,1.0,256,1,1.0,1.0,253,1,1.0,1.0,256,1,1.0,1.0,242
"Who is younger, Empress Xiaoshurui or Goran Veselinovski?",Goran Veselinovski,comparison,1,1.0,1.0,250,1,1.0,1.0,250,1,1.0,1.0,250,1,1.0,1.0,250
"Which film has the director who was born later, Budak Nafsu or The Bilingual Lover?",Budak Nafsu,bridge_comparison,1,0.14285714285714288,0.0,248,1,0.14285714285714288,0.0,253,1,0.14285714285714288,0.0,248,1,0.14285714285714288,0.0,241
Where was the director of film Mark (Film) born?,Toronto,compositional,1,0.0,0.0,252,1,0.0,0.0,254,1,0.0,0.0,252,1,0.0,0.0,251
Who is the maternal grandfather of Princess Alexandra Of Hanover (Born 1999)?,"Rainier III, Prince of Monaco",inference,0,0.041666666666666664,0.0,254,0,0.08333333333333333,0.0,256,0,0.041666666666666664,0.0,254,0,0.041666666666666664,0.0,254
Are both Alex Bregman and Francesca Sterlacci from the same country?,yes,comparison,0,0.0,0.0,252,0,0.0,0.0,255,0,0.0,0.0,252,0,0.0,0.0,247
"Which film has the director who was born later, Aloha, Bobby And Rose or The Elusive Avengers?","Aloha, Bobby And Rose",bridge_comparison,1,0.2666666666666667,0.0,255,1,0.2666666666666667,0.0,253,1,0.2666666666666667,0.0,255,1,0.2666666666666667,0.0,255
What nationality is the performer of song Pareho Tayo?,Filipino,compositional,1,0.0,0.0,249,1,0.0,0.0,255,1,0.0,0.0,249,1,0.0,0.0,240
Are the directors of both films Captain Calamity (Film) and Heaven Only Knows (Film) from the same country?,yes,bridge_comparison,0,0.0,0.0,252,0,0.0,0.0,252,0,0.0,0.0,252,0,0.0,0.0,236
"Which film has the director died later, The Man From Lost River or Mcveagh Of The South Seas?",The Man From Lost River,bridge_comparison,1,0.0,0.0,248,1,0.0,0.0,249,1,0.0,0.0,248,1,0.0,0.0,255
"Which film whose director is younger, Return Of The Hero or Home In Indiana?",Return Of The Hero,bridge_comparison,1,0.3157894736842105,0.0,245,1,0.3157894736842105,0.0,254,1,0.0,0.0,245,1,0.3157894736842105,0.0,245
"Which film has the director died earlier, Crime Against Joe or Vagabonderne På Bakkegården?",Vagabonderne På Bakkegården,bridge_comparison,1,1.0,1.0,249,1,1.0,1.0,255,1,1.0,1.0,249,1,1.0,1.0,254
